stop_id,stop_name,latitude,longitude,routes
5631301118,"Velachery Main Road, Zone 13 Adyar (12.9907N)",12.9906984,80.2202958,"M70,S570"
5631301424,"Five Furlong Road, Zone 13 Adyar (Route D70)",12.9974701,80.2162966,D70
5631301426,"Velachery Main Road, Zone 13 Adyar (Route V51) #2",12.9974859,80.2164321,V51
5631301429,Anna Salai (Mount Road),13.0089182,80.2111924,"588C,S570"
571352244,"Sir Thyagaraya Road, Zone 9 Teynampet (Route 11G) #2",13.0394488,80.2455135,11G
577362217,"MTC Busway, Zone 10 Kodambakkam",13.0687582,80.2052047,"114,S570"
611743120,Cooks Road,13.1030788,80.2527847,29C
6497450229,"South Usman Road, Zone 10 Kodambakkam (13.0343N)",13.0342592,80.230369,"3,M18C,V51"
6518463385,"Jawaharlal Nehru Road (100 Feet Road), Zone 7 Ambattur (Route 114)",13.0906674,80.1984558,114
694064191,Velachery Mudhanmai Salai (12.9206),12.9205917,80.184473,"14M,51"
7053500327,"Mount - Poonamallee - Avadi Road, Thiruverkadu",13.111373,80.1086951,266
7113711101,"Rajiv Gandhi Salai, Padur",12.7861984,80.2204283,S570
7155445050,"Anna Salai (Mount Road), Zone 9 Teynampet (Route 11%20%G) #2",13.0592866,80.2595105,11%20%G
7185834751,"Chennai - Tiruttani - Renigunta Road, Zone 7 Ambattur (Route 147C)",13.1034994,80.1566326,147C
7412854052,Rajiv Gandhi Salai - CMWSSB Division 183,12.9729954,80.2502408,"19B,S570"
7412932325,Netaji Subhash Chandra Bose Road,13.0883365,80.2838631,"11G,15B,18D,5C"
7412932327,CMWSSB Division 119 - Chennai Corporation (Route 5C),13.0390729,80.2575264,5C
7412932329,Gandhi Mandapam Road - CMWSSB Division 172,13.0231055,80.2427833,5C
7412932330,Gandhi Mandapam Road - CMWSSB Division 172 (Route 5C),13.0185768,80.2413141,5C
7412932331,Gandhi Mandapam Road - CMWSSB Division 172 (Route 5C) #2,13.0100519,80.2405691,5C
7412932332,Taramani Road - CMWSSB Division 180,12.9862169,80.2468241,5C
7416129840,TTK Road - CMWSSB Division 119,13.0470978,80.260961,5C
7433365963,"Sardar Patel Road, Zone 13 Adyar (Route M18C)",13.011873,80.2219855,M18C
7796211329,"Chennai - Tiruttani - Renigunta Road, Zone 7 Ambattur (Route 147C) #4",13.1196709,80.149986,147C
7796477442,Chennai - Tiruttani - Renigunta Road - CMWSSB Division 85,13.1103659,80.1522998,147C
7796477443,"Chennai - Tiruttani - Renigunta Road, Zone 7 Ambattur (Route 147C) #3",13.1116502,80.1510999,147C
7796477452,Chennai - Tiruttani - Renigunta Road - CMWSSB Division 86,13.1015063,80.1625708,147C
7796477453,"Chennai - Tiruttani - Renigunta Road, Zone 7 Ambattur",13.1012433,80.1627648,147C
7796477468,2nd Main Road - CMWSSB Division 86,13.0994583,80.1702657,"147C,D70"
7796505766,Ambattur Estate Road - CMWSSB Division 86,13.0886781,80.1715578,147C
7796505767,"Ambattur Estate Road, Zone 7 Ambattur",13.0884416,80.172007,"147C,D70"
7799977292,"Poonamallee - Kundrathur - Pallavaram Road, Mangadu",13.043824,80.1153082,266
7802828807,"Puzhuthivakkam Road, Zone 14 Perungudi",12.9726442,80.1914709,18D
7843267872,Nelson Manickam Road - CMWSSB Division 106,13.0720107,80.2220136,147C
7843267874,Anna Arch Road - CMWSSB Division 100,13.0760536,80.2181587,147C
7869100700,Chennai - Tiruttani - Renigunta Road - CMWSSB Division 85 (Route 147C),13.1060625,80.1524361,147C
7869100702,Thirumangalam – Mogappair Road - CMWSSB Division 89,13.0883017,80.1784121,147C
7869100703,Nelson Manickam Road - CMWSSB Division 106 (Route 147C),13.0678542,80.2269976,147C
7869100704,Nelson Manickam Road - CMWSSB Division 109,13.0666515,80.230974,147C
7869208199,"Chennai - Tiruttani - Renigunta Road, Zone 7 Ambattur (Route 147C) #2",13.1049651,80.1526301,147C
7871877992,Valluvar Kottam High Road - CMWSSB Division 113,13.05383,80.2423007,147C
7966811036,"Velachery Mudhanmai Salai, Gowriwakkam (12.9236N)",12.9235567,80.1593225,"51,V51"
8601096138,"Velachery Main Road, Zone 13 Adyar (Route S13) #2",12.9712759,80.219131,S13
9368655291,"Mount - Medavakkam Road, Zone 14 Perungudi (Route 18D)",12.9726563,80.1914521,18D
9368672356,"Velachery Main Road, Zone 13 Adyar (12.9910N) #2",12.9909955,80.2200242,"S570,V51"
9370267242,"Velachery Main Road, Zone 13 Adyar (12.9830N)",12.9829795,80.2219649,"D70,V51"
9370267243,"Velachery Main Road, Zone 13 Adyar (12.9865N)",12.9864532,80.2229117,"D70,V51"
9370267244,"Five Furlong Road, Zone 13 Adyar (12.9977N)",12.9976865,80.2159576,"3,D70,M70"
9370267245,"Inner Ring Road, Zone 13 Adyar",13.0148569,80.2045846,"D70,M70"
9370309976,"2nd Main Road, Zone 7 Ambattur",13.0890597,80.1694157,"147C,D70"
9370524480,"Taramani Link Road, Zone 13 Adyar (12.9763N)",12.9762731,80.221563,"M1,S570"
9370524481,"Rajiv Gandhi IT Expressway, Zone 13 Adyar (12.9832N)",12.983168,80.2524814,"M1,M70"
9399662897,"Taramani Link Road, Zone 13 Adyar (Route M1)",12.9806111,80.228782,M1
9399662898,"Velachery Main Road, Zone 13 Adyar (Route S570)",12.99071,80.2201775,S570
9399815493,"Taramani Link Road, Zone 13 Adyar (12.9814N) #2",12.9814108,80.2427068,"M1,S570"
9399815494,"Taramani Link Road, Zone 13 Adyar (Route M70)",12.9812324,80.2427187,M70
9399815495,"Taramani Link Road, Zone 13 Adyar (12.9814N)",12.9814019,80.2427193,"M1,S570"
9400398338,"Velachery Mudhanmai Salai, East Tambaram",12.9233654,80.1206423,"51,V51"
9400398339,"Velachery Mudhanmai Salai, East Tambaram (12.9228N)",12.9228177,80.1311711,"51,V51"
9400398340,"Velachery Mudhanmai Salai, Chitlapakkam",12.9225505,80.1436777,"51,V51"
9400398341,"Velachery Mudhanmai Salai, Gowriwakkam",12.9234344,80.1545734,"51,V51"
9400398342,"Velachery Mudhanmai Salai, Rajakilpakkam (Route 51)",12.9227028,80.1473638,51
9400398343,"Velachery Mudhanmai Salai, Rajakilpakkam",12.9226532,80.1473651,51
9400398344,"Velachery Mudhanmai Salai, Gowriwakkam (12.9235N) #2",12.9235081,80.1593117,"51,V51"
9400398345,"Velachery Mudhanmai Salai, Gowriwakkam (Route 51) #2",12.9209495,80.1679764,51
9400398346,"Velachery Mudhanmai Salai, Gowriwakkam (Route 51)",12.920928,80.1679701,51
9400398347,"Velachery Mudhanmai Salai, Gowriwakkam (12.9200N)",12.9199655,80.1709299,"51,V51"
9400398348,"Velachery Mudhanmai Salai, Gowriwakkam (Route 51) #4",12.9184967,80.1767624,51
9400398349,"Velachery Mudhanmai Salai, Gowriwakkam (Route 51) #3",12.9184602,80.176761,51
9400398352,"Velachery Mudhanmai Salai, Jayachandran Nagar (Route 51)",12.9173172,80.1936779,51
9400398354,"Velachery Mudhanmai Salai, Zone 14 Perungudi",12.9211347,80.1968921,51
9400398372,"Velachery Mudhanmai Salai, Zone 14 Perungudi (Route 51) #2",12.9260465,80.1974301,51
9400398373,"Velachery Mudhanmai Salai, Zone 14 Perungudi (Route 51)",12.9260488,80.1974863,51
9400398374,"Velachery Mudhanmai Salai, Zone 14 Perungudi (Route 51) #6",12.9336313,80.2037553,51
