stop_id,stop_name,latitude,longitude
1676204856,Stop_1676204856,12.9863612,80.2444706
1676252666,Stop_1676252666,13.0466924,80.2330053
1685049528,Stop_1685049528,13.0440218,80.2597715
1685049537,Stop_1685049537,13.0443128,80.2596312
1693491914,Stop_1693491914,12.9200019,80.170946
1693497698,Stop_1693497698,12.9197291,80.1711286
1703352021,Stop_1703352021,12.9755085,80.1577918
1703352022,Stop_1703352022,12.9802128,80.1632657
1711224934,Stop_1711224934,12.9392427,80.1825888
1764308008,Stop_1764308008,12.9712721,80.2189421
1863536092,Stop_1863536092,13.0505119,80.214339
1883603286,Stop_1883603286,12.9463536,80.1973913
1899719037,Stop_1899719037,12.9484438,80.1944768
1899719039,Stop_1899719039,12.9486686,80.1944821
1899719797,Stop_1899719797,12.9485908,80.1990259
1899719800,Stop_1899719800,12.9485052,80.1989831
1899720980,Stop_1899720980,12.9485432,80.2034407
1899720981,Stop_1899720981,12.9487941,80.2033549
1920364154,Stop_1920364154,12.9806753,80.1880722
1936473299,Stop_1936473299,12.7305342,79.9839361
1936491013,Stop_1936491013,12.9258985,80.1184261
1937584276,Stop_1937584276,12.917249,80.1937685
1949567462,Stop_1949567462,12.9639064,80.2159702
1949567464,Stop_1949567464,12.9633783,80.2160859
1952553763,Stop_1952553763,13.0363098,80.2206213
1952555473,Stop_1952555473,13.0370153,80.2208949
1955951295,Stop_1955951295,13.0343805,80.2161535
1955951298,Stop_1955951298,13.0418514,80.2161173
1955951301,Stop_1955951301,13.0416992,80.2160469
1955951303,Stop_1955951303,13.0343297,80.2162105
1971862196,Stop_1971862196,13.0082459,80.2334763
1971877221,Stop_1971877221,13.0074903,80.2367344
1975496434,Stop_1975496434,13.0566614,80.2426317
2039504294,Stop_2039504294,12.9491156,80.1839603
2039504299,Stop_2039504299,12.9494528,80.1838235
2072482089,Stop_2072482089,13.0383858,80.1651227
2077234674,Stop_2077234674,12.9338132,80.2040466
2082925056,Stop_2082925056,12.937124,80.234118
2082925057,Stop_2082925057,12.9448917,80.2386779
2082925106,Stop_2082925106,12.945991,80.2396626
2083090321,Stop_2083090321,12.9394621,80.2357344
2083090427,Stop_2083090427,12.9400132,80.2356326
2099314355,Stop_2099314355,12.9526215,80.2418685
2099361681,Stop_2099361681,12.9358886,80.2339915
2137260915,Stop_2137260915,13.008573,80.1977929
2142333096,Stop_2142333096,13.0148049,80.1744872
2145422466,Stop_2145422466,12.9878498,80.1852853
2145429148,Stop_2145429148,12.9828496,80.1884958
2151931377,Stop_2151931377,12.9858342,80.1884954
2157590801,Stop_2157590801,12.997438,80.2162638
2158620128,Stop_2158620128,12.9974054,80.2165418
2158620129,Stop_2158620129,12.9974127,80.2164502
2166705605,Stop_2166705605,12.9636777,80.2157187
2188511086,Stop_2188511086,13.0343967,80.2680763
2197496797,Stop_2197496797,13.0539962,80.2422574
2237592529,Stop_2237592529,13.0342665,80.2304553
2239237792,Stop_2239237792,13.0244589,80.2198196
2241055785,Stop_2241055785,13.0092567,80.211347
2241072260,Stop_2241072260,13.0208206,80.2252558
2241832803,Stop_2241832803,13.0749522,80.271371
2245351858,Stop_2245351858,12.9902418,80.2275498
2269384782,Stop_2269384782,13.1023311,80.2714212
2271085296,Stop_2271085296,13.0488035,80.2071743
2271478018,Stop_2271478018,13.0820442,80.2754967
2271478031,Stop_2271478031,13.082079,80.2757368
2271478038,Stop_2271478038,13.0821338,80.2754831
2271478046,Stop_2271478046,13.0821553,80.2756074
2271478054,Stop_2271478054,13.0821719,80.2757147
2274387931,Stop_2274387931,13.0064935,80.2543698
2376817233,Stop_2376817233,12.9418993,80.1429158
2394698615,Stop_2394698615,13.0923311,80.2189211
2438975982,Stop_2438975982,12.9949578,80.1993542
2481259034,Stop_2481259034,13.0741931,80.2422047
2481259036,Stop_2481259036,13.0776606,80.2600514
2481259037,Stop_2481259037,13.0776988,80.2600443
2481259038,Stop_2481259038,13.0780514,80.2615176
2481259039,Stop_2481259039,13.0781047,80.2615048
2481259040,Stop_2481259040,13.0782233,80.2614998
2481259041,Stop_2481259041,13.0783611,80.26146
2481259042,Stop_2481259042,13.0784164,80.2614501
2481259043,Stop_2481259043,13.0785478,80.2614302
2481259044,Stop_2481259044,13.0785891,80.2614185
2481259045,Stop_2481259045,13.0787267,80.2614163
2481989471,Stop_2481989471,13.0642741,80.2658589
2481989472,Stop_2481989472,13.0643262,80.2659171
2481989473,Stop_2481989473,13.0643752,80.2659784
2482014614,Stop_2482014614,13.0592806,80.2597741
2482014616,Stop_2482014616,13.0593336,80.2598375
2482014617,Stop_2482014617,13.0593726,80.2595362
2482014618,Stop_2482014618,13.0607702,80.26254
2482014620,Stop_2482014620,13.0594322,80.2596151
2482014623,Stop_2482014623,13.0594885,80.2596874
2482072866,Stop_2482072866,13.0817908,80.2770347
2482072867,Stop_2482072867,13.0818202,80.2772826
2482072870,Stop_2482072870,13.0818538,80.2775047
2482072873,Stop_2482072873,13.0818727,80.2777397
2482072875,Stop_2482072875,13.0628652,80.2637854
2482072877,Stop_2482072877,13.0629492,80.2638825
2482072878,Stop_2482072878,13.064682,80.2663928
2482072879,Stop_2482072879,13.064772,80.2661116
2482072880,Stop_2482072880,13.0810225,80.2883335
2482072921,Stop_2482072921,13.0763656,80.276459
2482072922,Stop_2482072922,13.0768078,80.276179
2482072933,Stop_2482072933,13.0849072,80.2833818
2482075364,Stop_2482075364,13.074166,80.2620635
2482075367,Stop_2482075367,13.0689097,80.267339
2482075369,Stop_2482075369,13.0716607,80.2646506
2482301305,Stop_2482301305,13.0503752,80.2403628
2482301372,Stop_2482301372,13.0570031,80.2349394
2485153591,Stop_2485153591,13.0417872,80.2683179
2485153597,Stop_2485153597,13.041983,80.2681148
2485980398,Stop_2485980398,13.0652457,80.2737964
2486085722,Stop_2486085722,13.0581355,80.2781176
2486085724,Stop_2486085724,13.0602054,80.2776637
2486106727,Stop_2486106727,13.0300269,80.2505676
2486226649,Stop_2486226649,13.0825901,80.2763077
2486226651,Stop_2486226651,13.0914641,80.285738
2486226652,Stop_2486226652,13.091953,80.2751809
2486226653,Stop_2486226653,13.0943483,80.2923716
2486226655,Stop_2486226655,13.0961399,80.286395
2486226656,Stop_2486226656,13.0990436,80.2937634
2486226657,Stop_2486226657,13.0996879,80.2866699
2486226658,Stop_2486226658,13.1010909,80.2749364
2486226659,Stop_2486226659,13.1034911,80.2867769
2489157878,Stop_2489157878,13.072135,80.2739713
2495414567,Stop_2495414567,13.102301,80.2706743
2515095267,Stop_2515095267,12.9648737,80.196993
2583555195,Stop_2583555195,13.1511559,80.2997199
2587520213,Stop_2587520213,12.9988972,80.2559382
2587520244,Stop_2587520244,13.0162622,80.259525
2587520245,Stop_2587520245,13.0163426,80.259582
2587520246,Stop_2587520246,13.0164211,80.259639
2587520247,Stop_2587520247,13.0165092,80.259698
2587530808,Stop_2587530808,12.9984686,80.2561546
2587530809,Stop_2587530809,13.0002744,80.2564084
2739927426,Stop_2739927426,13.1084248,80.180271
2739929645,Stop_2739929645,13.108223,80.1834048
2739938120,Stop_2739938120,13.1103434,80.180364
3016127769,Stop_3016127769,12.9223538,80.1416469
3016129434,Stop_3016129434,12.9226099,80.1436734
3016138304,Stop_3016138304,12.9223457,80.1383932
3016138305,Stop_3016138305,12.9224877,80.1386033
3016141192,Stop_3016141192,12.9227845,80.1330579
3016141193,Stop_3016141193,12.9228855,80.1311754
3016141194,Stop_3016141194,12.9226722,80.1312269
3016144952,Stop_3016144952,12.9232126,80.1205736
3016144953,Stop_3016144953,12.9234246,80.1206459
3016148044,Stop_3016148044,12.9066371,80.0962763
3030620399,Stop_3030620399,13.0740453,80.2208523
3215416374,Stop_3215416374,13.0076573,80.2585701
3215417205,Stop_3215417205,13.0160134,80.2594407
3215420255,Stop_3215420255,13.0202685,80.2627298
3215424909,Stop_3215424909,13.0230542,80.2639113
3215426872,Stop_3215426872,13.0264662,80.2643155
3215469782,Stop_3215469782,13.0370202,80.2664553
3215471511,Stop_3215471511,13.0342194,80.2679152
3215471512,Stop_3215471512,13.029318,80.2659968
3215471942,Stop_3215471942,13.0445256,80.2653165
3215474364,Stop_3215474364,13.0416655,80.2682136
3215478754,Stop_3215478754,13.04479,80.2628089
3215488159,Stop_3215488159,13.0476081,80.2542024
3215494190,Stop_3215494190,13.0461435,80.2567561
3215497011,Stop_3215497011,13.0504157,80.2525025
3215497034,Stop_3215497034,13.0553071,80.2493825
3215500283,Stop_3215500283,13.0695972,80.2421558
3215503639,Stop_3215503639,13.062284,80.2449997
3215508149,Stop_3215508149,13.0897099,80.2509902
3215509332,Stop_3215509332,13.0787644,80.244405
3215513362,Stop_3215513362,13.0845368,80.2502683
3215513434,Stop_3215513434,13.0872409,80.2507551
3215523368,Stop_3215523368,13.0941477,80.2509589
3215523791,Stop_3215523791,13.0972089,80.2513821
3215524962,Stop_3215524962,13.1049521,80.2531007
3215525045,Stop_3215525045,13.1064019,80.2493548
3215525963,Stop_3215525963,13.1071652,80.2458654
3215525982,Stop_3215525982,13.1080594,80.2445619
3216954757,Stop_3216954757,13.108164,80.2444885
3216957362,Stop_3216957362,13.1073116,80.2467397
3216958497,Stop_3216958497,13.1062169,80.250519
3216970886,Stop_3216970886,13.105056,80.2531768
3216970916,Stop_3216970916,13.1023363,80.2526445
3216985354,Stop_3216985354,13.0972157,80.2514514
3216985475,Stop_3216985475,13.0694621,80.2433699
3216986182,Stop_3216986182,13.0936235,80.2509794
3216986939,Stop_3216986939,13.0906349,80.2511188
3216986940,Stop_3216986940,13.0872089,80.2506503
3216986967,Stop_3216986967,13.0834502,80.254603
3216990390,Stop_3216990390,13.0787415,80.2521255
3216990971,Stop_3216990971,13.0677838,80.2465225
3216991399,Stop_3216991399,13.0666677,80.2478922
3216991543,Stop_3216991543,13.0573221,80.2487138
3216992157,Stop_3216992157,13.0413309,80.2683208
3216992158,Stop_3216992158,13.044299,80.2691671
3216993078,Stop_3216993078,13.0606301,80.247496
3216994236,Stop_3216994236,13.0501996,80.2526129
3216995418,Stop_3216995418,13.0549585,80.2496516
3216995837,Stop_3216995837,13.048023,80.2538615
3216995856,Stop_3216995856,13.0459666,80.256717
3216996445,Stop_3216996445,13.0253858,80.2654342
3216997832,Stop_3216997832,13.0344064,80.2681224
3216998093,Stop_3216998093,13.0447018,80.2648393
3216998713,Stop_3216998713,13.0376266,80.2677461
3216999998,Stop_3216999998,13.0299144,80.2667491
3217000237,Stop_3217000237,13.0222664,80.2634866
3217004886,Stop_3217004886,13.0162141,80.2597582
3217004899,Stop_3217004899,13.0070713,80.2586412
3217004939,Stop_3217004939,12.998741,80.2561722
3217006341,Stop_3217006341,12.9889638,80.2560835
3247299914,Stop_3247299914,12.9868818,80.2579993
3247310920,Stop_3247310920,12.9766865,80.259059
3247310921,Stop_3247310921,12.9850797,80.2594959
3247388390,Stop_3247388390,12.9694759,80.257895
3247394198,Stop_3247394198,12.96954,80.2575889
3247406935,Stop_3247406935,12.9540502,80.2552125
3247410861,Stop_3247410861,12.9504769,80.2550489
3247419936,Stop_3247419936,12.9273395,80.2514212
3247421162,Stop_3247421162,12.9384549,80.2528146
3247421163,Stop_3247421163,12.9496587,80.254723
3247422104,Stop_3247422104,12.9273447,80.2514507
3258044158,Stop_3258044158,12.9140134,80.2503942
3258044670,Stop_3258044670,12.9205379,80.2513359
3258047142,Stop_3258047142,12.8975923,80.2474836
3258047153,Stop_3258047153,12.8774931,80.2438102
3258049393,Stop_3258049393,12.8689025,80.2435911
3258057378,Stop_3258057378,12.8597978,80.241912
3258057379,Stop_3258057379,12.8505026,80.2411932
3258057380,Stop_3258057380,12.8416956,80.2406239
3258058365,Stop_3258058365,12.8312622,80.2404381
3258059445,Stop_3258059445,12.8256677,80.2403201
